dataset_id,title,description,description_length,domain,country,publisher,publisher_type,format,temporal_start,temporal_end,temporal_span_years,last_modified,update_frequency,spatial_precision,has_coordinates,license,is_open_license,num_keywords,keywords,has_eurovoc,num_languages,has_multilingual,early_warning_score,early_warning_readiness,early_warning_temporal_recency,early_warning_update_frequency,early_warning_spatial_precision,early_warning_format_readability,early_warning_license_openness,early_warning_description_quality,early_warning_vocabulary_standard,compliance_reporting_score,compliance_reporting_readiness,compliance_reporting_temporal_coverage,compliance_reporting_description_quality,compliance_reporting_spatial_aggregation,compliance_reporting_vocabulary_standard,compliance_reporting_format_readability,compliance_reporting_license_openness,compliance_reporting_temporal_recency,cross_border_score,cross_border_readiness,cross_border_vocabulary_standard,cross_border_multilingual,cross_border_spatial_coverage,cross_border_format_readability,cross_border_description_quality,cross_border_license_openness,cross_border_temporal_recency
eu-water-72cf7bfe5394,Climate Water Projections - RO,Aggregated statistics on water derived from national reporting systems. Covers all relevant water bodies within the jurisdiction.,17,cross_cutting,RO,RO Environmental Agency,national_hydro,CSV,,,0,2022-06-23,irregular,bbox,True,CC-BY-4.0,True,1,,False,1,False,0.525,Partial,0.1,0.2,1.0,0.9,1.0,0.2,0.3,0.4,Partial,0.0,0.2,0.8,0.3,0.9,1.0,0.1,0.42500000000000004,Partial,0.3,0.3,0.4,0.9,0.2,1.0,0.1
eu-water-99c0b2f75a82,Water Quality Monitoring Data - HU,,0,water_quality,HU,European Environment Agency,eu_agency,CSV,2019-01-01,2024-12-31,5,2023-09-22,monthly,bbox,True,EU-ODP,True,0,,False,1,False,0.58,Partial,0.1,0.6,1.0,0.9,1.0,0.0,0.0,0.4650000000000001,Partial,0.6,0.0,0.8,0.0,0.9,1.0,0.1,0.33,Insufficient,0.0,0.3,0.4,0.9,0.0,1.0,0.1
eu-water-c3dbb3fde52e,Programme of Measures - CZ,Time series data for river basin management parameters measured at multiple locations.,12,wfd_metrics,CZ,European Environment Agency,eu_agency,CSV,2019-01-01,2024-12-31,5,2022-10-20,unknown,coordinates,True,restricted,False,0,,True,1,False,0.45,Partial,0.1,0.0,1.0,0.9,0.3,0.2,1.0,0.585,Partial,0.6,0.2,0.8,1.0,0.9,0.3,0.1,0.5650000000000001,Partial,1.0,0.3,0.4,0.9,0.2,0.3,0.1
eu-water-6246afba53c8,Pesticide Monitoring - CZ,Aggregated statistics on data derived from national reporting systems.,9,agricultural_runoff,CZ,CZ Water Agency,national_hydro,PDF,2019-01-01,2020-12-31,1,2022-08-18,unknown,coordinates,True,CC-BY-4.0,True,3,,False,1,False,0.39,Insufficient,0.1,0.0,1.0,0.2,1.0,0.2,0.5,0.43500000000000005,Partial,0.3,0.2,0.8,0.5,0.2,1.0,0.1,0.37000000000000005,Insufficient,0.5,0.3,0.4,0.2,0.2,1.0,0.1
eu-water-e490d2353bbc,Surface Water Chemistry - BE,Time series data for chemical status parameters measured at multiple locations. Includes both raw measurements and derived indicators.,18,water_quality,BE,University of BE,research,NetCDF,2022-01-01,2025-12-31,3,2023-12-30,irregular,country_level,False,,False,0,,False,2,True,0.2625,Insufficient,0.1,0.2,0.3,0.85,0.0,0.2,0.0,0.35500000000000004,Insufficient,0.6,0.2,0.5,0.0,0.85,0.0,0.1,0.4925,Partial,0.0,1.0,0.7,0.85,0.2,0.0,0.1
eu-water-0d4821170f70,Climate Water Projections - BE,Aggregated statistics on water derived from national reporting systems. Data quality has been validated according to standard procedures.,18,cross_cutting,BE,BE Environmental Agency,national_hydro,GeoTIFF,2020-01-01,2021-12-31,1,2026-01-19,monthly,bbox,True,CC0,True,2,,True,4,True,0.8,Ready,0.8,0.6,1.0,0.8,1.0,0.2,1.0,0.6050000000000001,Partial,0.3,0.2,0.8,1.0,0.8,1.0,0.8,0.8200000000000001,Ready,1.0,1.0,0.7,0.8,0.2,1.0,0.8
eu-water-27a3085fcbb0,Historical Flood Events - DK,,0,floods,DK,European Environment Agency,eu_agency,CSV,2019-01-01,2024-12-31,5,2026-02-13,daily,country_level,False,restricted,False,4,flash flood|flood|inundation|flood risk,True,3,True,0.7250000000000001,Ready,1.0,1.0,0.3,0.9,0.3,0.0,1.0,0.545,Partial,0.6,0.0,0.5,1.0,0.9,0.3,1.0,0.79,Ready,1.0,1.0,0.7,0.9,0.0,0.3,1.0
eu-water-4db2bb2f7c7b,Pesticide Monitoring - BE,Spatial dataset representing data conditions based on field surveys and modeling. Data quality has been validated according to standard procedures.,20,agricultural_runoff,BE,BE Ministry of Environment,ministry,API,2006-01-01,2021-12-31,15,2025-10-26,annual,region_name,False,EU-ODP,True,0,,False,1,False,0.505,Partial,0.3,0.3,0.5,1.0,1.0,0.4,0.0,0.695,Partial,1.0,0.4,1.0,0.0,1.0,1.0,0.3,0.3950000000000001,Insufficient,0.0,0.3,0.4,1.0,0.4,1.0,0.3
eu-water-0ae64881af95,Water Quality Monitoring Data - NL,,0,water_quality,NL,NL Environmental Agency,national_hydro,JSON,2015-01-01,2020-12-31,5,2024-08-12,annual,bbox,True,CC-BY-SA-4.0,True,3,chemical status|drinking water|bathing water,True,1,False,0.5700000000000001,Partial,0.1,0.3,1.0,0.9,1.0,0.0,1.0,0.615,Partial,0.6,0.0,0.8,1.0,0.9,1.0,0.1,0.5800000000000001,Partial,1.0,0.3,0.4,0.9,0.0,1.0,0.1
eu-water-81b0faa3e54d,Historical Flood Events - IE,This dataset contains inundation data collected from monitoring stations across the region. Covers all relevant water bodies within the jurisdiction.,20,floods,IE,IE Ministry of Environment,ministry,CSV,2019-01-01,2022-12-31,3,2025-06-20,monthly,,False,CC-BY-4.0,True,2,flood risk|flood hazard,False,1,False,0.4650000000000001,Partial,0.3,0.6,0.0,0.9,1.0,0.4,0.3,0.4800000000000001,Partial,0.6,0.4,0.0,0.3,0.9,1.0,0.3,0.455,Partial,0.3,0.3,0.4,0.9,0.4,1.0,0.3
eu-water-da565f0cc2a7,Flood Risk Assessment - PL,,0,floods,PL,PL Ministry of Agriculture,ministry,API,2022-01-01,2023-12-31,1,2025-01-30,monthly,country_level,False,restricted,False,3,river flood|flood hazard|flood,False,1,False,0.41000000000000003,Partial,0.1,0.6,0.3,1.0,0.3,0.0,0.5,0.36,Insufficient,0.3,0.0,0.5,0.5,1.0,0.3,0.1,0.43500000000000005,Partial,0.5,0.3,0.4,1.0,0.0,0.3,0.1
eu-water-bd4ac868ff14,Drinking Water Quality - CZ,This dataset contains wastewater data collected from monitoring stations across the region. Data quality has been validated according to standard procedures.,21,utilities,CZ,University of CZ,research,PDF,2001-01-01,2021-12-31,20,2024-09-06,weekly,coordinates,True,custom_open,True,0,,False,1,False,0.535,Partial,0.1,0.8,1.0,0.2,1.0,0.4,0.0,0.5750000000000001,Partial,1.0,0.4,0.8,0.0,0.2,1.0,0.1,0.265,Insufficient,0.0,0.3,0.4,0.2,0.4,1.0,0.1
eu-water-5edb6b64ddbf,Drinking Water Quality - NL,,0,utilities,NL,NL Ministry of Environment,ministry,CSV,2015-01-01,2021-12-31,6,2025-02-14,monthly,region_name,False,restricted,False,3,water treatment|water supply|water services,False,4,True,0.43500000000000005,Partial,0.1,0.6,0.5,0.9,0.3,0.0,0.5,0.6000000000000001,Partial,1.0,0.0,1.0,0.5,0.9,0.3,0.1,0.62,Partial,0.5,1.0,0.7,0.9,0.0,0.3,0.1
eu-water-b9aab47711ac,Groundwater Body Status - FR,This dataset contains quantitative status data collected from monitoring stations across the region. Data quality has been validated according to standard procedures.,22,groundwater,FR,FR Ministry of Environment,ministry,Shapefile,2002-01-01,2022-12-31,20,2026-01-12,annual,bbox,True,,False,4,quantitative status|aquifer|groundwater body|groundwater,False,1,False,0.5425,Partial,0.5,0.3,1.0,0.75,0.0,0.4,0.5,0.6250000000000001,Partial,1.0,0.4,0.8,0.5,0.75,0.0,0.5,0.4425,Partial,0.5,0.3,0.4,0.75,0.4,0.0,0.5
eu-water-52b1db000722,Pressures and Impacts - FR,Time series data for water body status parameters measured at multiple locations. Covers all relevant water bodies within the jurisdiction.,20,wfd_metrics,FR,European Environment Agency,eu_agency,Shapefile,2010-01-01,2025-12-31,15,2025-05-11,unknown,country_level,False,restricted,False,2,ecological status|Water Framework Directive,False,2,True,0.3125,Insufficient,0.3,0.0,0.3,0.75,0.3,0.4,0.3,0.5700000000000001,Partial,1.0,0.4,0.5,0.3,0.75,0.3,0.3,0.5975000000000001,Partial,0.3,1.0,0.7,0.75,0.4,0.3,0.3
eu-water-c3f38f2eccf6,Biological Quality Elements - DK,,0,water_quality,DK,DK Regional Water Authority,regional,PDF,,,0,2026-02-12,monthly,,False,,False,0,,False,3,True,0.4,Partial,1.0,0.6,0.0,0.2,0.0,0.0,0.0,0.07,Insufficient,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.42,Partial,0.0,1.0,0.7,0.2,0.0,0.0,1.0
eu-water-e687f928f414,WFD Status Assessment - ES,Time series data for water body status parameters measured at multiple locations.,12,wfd_metrics,ES,ES Water Agency,national_hydro,PDF,2019-01-01,2025-12-31,6,2026-02-06,monthly,country_level,False,,False,0,,True,1,False,0.47000000000000003,Partial,0.8,0.6,0.3,0.2,0.0,0.2,1.0,0.5750000000000001,Partial,1.0,0.2,0.5,1.0,0.2,0.0,0.8,0.4800000000000001,Partial,1.0,0.3,0.4,0.2,0.2,0.0,0.8
eu-water-14a74db471e4,Pesticide Monitoring - HR,Time series data for water parameters measured at multiple locations.,10,agricultural_runoff,HR,HR Hydrological Service,national_hydro,NetCDF,2022-01-01,2023-12-31,1,2025-12-13,unknown,region_name,False,restricted,False,2,,False,1,False,0.4075000000000001,Partial,0.5,0.0,0.5,0.85,0.3,0.2,0.3,0.45000000000000007,Partial,0.3,0.2,1.0,0.3,0.85,0.3,0.5,0.4025000000000001,Partial,0.3,0.3,0.4,0.85,0.2,0.3,0.5
eu-water-06d23e85b373,Remote Sensing Water Data - LT,,0,cross_cutting,LT,LT River Basin District,regional,CSV,2015-01-01,2021-12-31,6,2023-07-25,annual,bbox,True,,False,0,,False,4,True,0.42000000000000004,Partial,0.1,0.3,1.0,0.9,0.0,0.0,0.0,0.465,Partial,1.0,0.0,0.8,0.0,0.9,0.0,0.1,0.48,Partial,0.0,1.0,0.7,0.9,0.0,0.0,0.1
eu-water-e438209904cf,Flood Hazard Maps - SI,Aggregated statistics on flood derived from national reporting systems.,9,floods,SI,SI Hydrological Service,national_hydro,XML,,,0,2026-01-21,daily,coordinates,True,EU-ODP,True,1,coastal flood,False,5,True,0.8300000000000001,Ready,0.8,1.0,1.0,0.7,1.0,0.2,0.3,0.41500000000000004,Partial,0.0,0.2,0.8,0.3,0.7,1.0,0.8,0.6300000000000001,Partial,0.3,1.0,0.7,0.7,0.2,1.0,0.8
eu-water-a2710690b9ef,Pressures and Impacts - PL,Aggregated statistics on ecological status derived from national reporting systems.,10,wfd_metrics,PL,PL Hydrological Service,national_hydro,CSV,2012-01-01,2022-12-31,10,2025-06-29,annual,,False,CC0,True,3,river basin management|pressures and impacts|WFD,False,1,False,0.405,Partial,0.3,0.3,0.0,0.9,1.0,0.2,0.5,0.5700000000000001,Partial,1.0,0.2,0.0,0.5,0.9,1.0,0.3,0.48500000000000004,Partial,0.5,0.3,0.4,0.9,0.2,1.0,0.3
eu-water-0e5cf3880a93,Water Supply Statistics - EE,Comprehensive wastewater information compiled under EU reporting requirements. Updated regularly as part of ongoing monitoring programs.,16,utilities,EE,EE Hydrological Service,national_hydro,Shapefile,2015-01-01,2025-12-31,10,2022-02-07,weekly,region_name,False,,False,0,,False,1,False,0.40750000000000003,Partial,0.1,0.8,0.5,0.75,0.0,0.2,0.0,0.5200000000000001,Partial,1.0,0.2,1.0,0.0,0.75,0.0,0.1,0.2775,Insufficient,0.0,0.3,0.4,0.75,0.2,0.0,0.1
eu-water-5fefbe0a0a89,Integrated Water Resources - FI,Time series data for water parameters measured at multiple locations. Covers all relevant water bodies within the jurisdiction.,18,cross_cutting,FI,FI Water Agency,national_hydro,XML,2014-01-01,2024-12-31,10,2022-04-28,monthly,bbox,True,,False,3,,False,1,False,0.485,Partial,0.1,0.6,1.0,0.7,0.0,0.2,0.5,0.56,Partial,1.0,0.2,0.8,0.5,0.7,0.0,0.1,0.395,Insufficient,0.5,0.3,0.4,0.7,0.2,0.0,0.1
eu-water-2975236bc753,Climate Water Projections - NL,This dataset contains monitoring data collected from monitoring stations across the region. Data quality has been validated according to standard procedures.,21,cross_cutting,NL,NL Water Agency,national_hydro,GeoTIFF,2020-01-01,2022-12-31,2,2025-04-17,monthly,coordinates,True,CC-BY-SA-4.0,True,5,,False,1,False,0.66,Partial,0.3,0.6,1.0,0.8,1.0,0.4,0.5,0.545,Partial,0.3,0.4,0.8,0.5,0.8,1.0,0.3,0.49000000000000005,Partial,0.5,0.3,0.4,0.8,0.4,1.0,0.3
eu-water-a93a68b17e9d,Water Quality Monitoring Data - FR,Comprehensive water quality information compiled under EU reporting requirements. Harmonized with EU-level reporting standards.,14,water_quality,FR,Joint Research Centre,eu_agency,GeoTIFF,2023-01-01,2024-12-31,1,2026-02-03,annual,,False,CC-BY-SA-4.0,True,0,,True,3,True,0.54,Partial,0.8,0.3,0.0,0.8,1.0,0.2,1.0,0.4850000000000001,Partial,0.3,0.2,0.0,1.0,0.8,1.0,0.8,0.8200000000000001,Ready,1.0,1.0,0.7,0.8,0.2,1.0,0.8
eu-water-0dd25c7a0834,Historical Flood Events - HU,Time series data for flash flood parameters measured at multiple locations. Includes both raw measurements and derived indicators.,18,floods,HU,European Environment Agency,eu_agency,CSV,2017-01-01,2020-12-31,3,2023-11-19,annual,region_name,False,CC-BY-4.0,True,4,flood hazard|flood|flood risk|inundation,True,2,True,0.48000000000000004,Partial,0.1,0.3,0.5,0.9,1.0,0.2,1.0,0.6849999999999999,Partial,0.6,0.2,1.0,1.0,0.9,1.0,0.1,0.8,Ready,1.0,1.0,0.7,0.9,0.2,1.0,0.1
eu-water-be98f6fe4445,Wastewater Treatment Data - HR,Aggregated statistics on water supply derived from national reporting systems.,10,utilities,HR,HR Hydrological Service,national_hydro,PDF,2018-01-01,2024-12-31,6,2024-03-13,weekly,,False,EU-ODP,True,0,,False,5,True,0.32500000000000007,Insufficient,0.1,0.8,0.0,0.2,1.0,0.2,0.0,0.41500000000000004,Partial,1.0,0.2,0.0,0.0,0.2,1.0,0.1,0.445,Partial,0.0,1.0,0.7,0.2,0.2,1.0,0.1
eu-water-0b5516ddd238,Biological Quality Elements - SK,,0,water_quality,SK,SK River Basin District,regional,PDF,,,0,2022-12-16,weekly,,False,restricted,False,0,,False,1,False,0.24500000000000002,Insufficient,0.1,0.8,0.0,0.2,0.3,0.0,0.0,0.05500000000000001,Insufficient,0.0,0.0,0.0,0.0,0.2,0.3,0.1,0.19,Insufficient,0.0,0.3,0.4,0.2,0.0,0.3,0.1
eu-water-727aa03cb22c,Drinking Water Quality - NL,Comprehensive UWWTD information compiled under EU reporting requirements.,8,utilities,NL,NL Environmental Agency,national_hydro,PDF,2004-01-01,2024-12-31,20,2025-12-17,irregular,country_level,False,,False,0,,True,1,False,0.315,Insufficient,0.5,0.2,0.3,0.2,0.0,0.2,1.0,0.56,Partial,1.0,0.2,0.5,1.0,0.2,0.0,0.5,0.4650000000000001,Partial,1.0,0.3,0.4,0.2,0.2,0.0,0.5
eu-water-2289ba95ed67,Aquifer Characteristics - IE,This dataset contains quantitative status data collected from monitoring stations across the region. Updated regularly as part of ongoing monitoring programs.,21,groundwater,IE,IE Water Agency,national_hydro,CSV,2015-01-01,2021-12-31,6,2024-01-21,annual,bbox,True,EU-ODP,True,0,,True,1,False,0.5900000000000001,Partial,0.1,0.3,1.0,0.9,1.0,0.4,1.0,0.7949999999999999,Ready,1.0,0.4,0.8,1.0,0.9,1.0,0.1,0.6200000000000001,Partial,1.0,0.3,0.4,0.9,0.4,1.0,0.1
eu-water-ae8df96ff4cb,Aquifer Characteristics - DE,Spatial dataset representing groundwater body conditions based on field surveys and modeling. Covers all relevant water bodies within the jurisdiction.,20,groundwater,DE,DE Hydrological Service,national_hydro,JSON,2007-01-01,2022-12-31,15,2023-01-23,irregular,coordinates,True,CC-BY-4.0,True,0,,True,1,False,0.5700000000000001,Partial,0.1,0.2,1.0,0.9,1.0,0.4,1.0,0.7949999999999999,Ready,1.0,0.4,0.8,1.0,0.9,1.0,0.1,0.6200000000000001,Partial,1.0,0.3,0.4,0.9,0.4,1.0,0.1
eu-water-4b48c109adda,Surface Water Chemistry - PL,Comprehensive surface water information compiled under EU reporting requirements.,9,water_quality,PL,PL Ministry of Environment,ministry,GeoTIFF,2015-01-01,2020-12-31,5,2025-08-13,annual,,False,EU-ODP,True,3,drinking water|bathing water|chemical status,False,1,False,0.39,Insufficient,0.3,0.3,0.0,0.8,1.0,0.2,0.5,0.4600000000000001,Partial,0.6,0.2,0.0,0.5,0.8,1.0,0.3,0.47000000000000003,Partial,0.5,0.3,0.4,0.8,0.2,1.0,0.3
eu-water-540e8b9648d4,Water Quality Monitoring Data - AT,This dataset contains drinking water data collected from monitoring stations across the region.,13,water_quality,AT,AT Regional Water Authority,regional,PDF,,,0,2025-12-17,irregular,bbox,True,,False,0,,False,1,False,0.405,Partial,0.5,0.2,1.0,0.2,0.0,0.2,0.0,0.205,Insufficient,0.0,0.2,0.8,0.0,0.2,0.0,0.5,0.215,Insufficient,0.0,0.3,0.4,0.2,0.2,0.0,0.5
eu-water-b7a87be7b2c2,WFD Status Assessment - NL,,0,wfd_metrics,NL,Eurostat,eu_agency,GeoTIFF,2014-01-01,2024-12-31,10,2025-12-21,annual,bbox,True,restricted,False,2,RBMP|programme of measures,True,2,True,0.5850000000000001,Partial,0.5,0.3,1.0,0.8,0.3,0.0,1.0,0.6550000000000001,Partial,1.0,0.0,0.8,1.0,0.8,0.3,0.5,0.75,Ready,1.0,1.0,0.7,0.8,0.0,0.3,0.5
eu-water-58a6e937bc3c,Flood Risk Assessment - ES,Time series data for flood hazard parameters measured at multiple locations. Updated regularly as part of ongoing monitoring programs.,19,floods,ES,Joint Research Centre,eu_agency,JSON,2019-01-01,2024-12-31,5,2022-11-07,annual,bbox,True,custom_open,True,4,coastal flood|flood hazard|flash flood|flood,True,5,True,0.5800000000000001,Partial,0.1,0.3,1.0,0.9,1.0,0.2,1.0,0.6549999999999999,Partial,0.6,0.2,0.8,1.0,0.9,1.0,0.1,0.8,Ready,1.0,1.0,0.7,0.9,0.2,1.0,0.1
eu-water-11613b773632,Surface Water Chemistry - SE,Comprehensive biological quality information compiled under EU reporting requirements. Includes both raw measurements and derived indicators.,16,water_quality,SE,SE Hydrological Service,national_hydro,,2017-01-01,2022-12-31,5,2026-01-05,annual,region_name,False,custom_open,True,0,,False,1,False,0.395,Insufficient,0.5,0.3,0.5,0.0,1.0,0.2,0.0,0.46499999999999997,Partial,0.6,0.2,1.0,0.0,0.0,1.0,0.5,0.23500000000000001,Insufficient,0.0,0.3,0.4,0.0,0.2,1.0,0.5
eu-water-6dcdb16b1c99,Surface Water Chemistry - LU,This dataset contains bathing water data collected from monitoring stations across the region.,13,water_quality,LU,LU Ministry of Agriculture,ministry,API,2020-01-01,2025-12-31,5,2024-02-13,monthly,,False,,False,0,,True,1,False,0.355,Insufficient,0.1,0.6,0.0,1.0,0.0,0.2,1.0,0.44499999999999995,Partial,0.6,0.2,0.0,1.0,1.0,0.0,0.1,0.5650000000000001,Partial,1.0,0.3,0.4,1.0,0.2,0.0,0.1
eu-water-4c3a1493d602,Flood Risk Assessment - BE,This dataset contains flood hazard data collected from monitoring stations across the region. Harmonized with EU-level reporting standards.,18,floods,BE,University of BE,research,API,2013-01-01,2023-12-31,10,2026-01-24,annual,bbox,True,,False,0,,True,1,False,0.67,Partial,0.8,0.3,1.0,1.0,0.0,0.2,1.0,0.7000000000000001,Ready,1.0,0.2,0.8,1.0,1.0,0.0,0.8,0.6000000000000001,Partial,1.0,0.3,0.4,1.0,0.2,0.0,0.8
eu-water-c24a1e29de96,Flood Hazard Maps - LT,Spatial dataset representing flash flood conditions based on field surveys and modeling. Harmonized with EU-level reporting standards.,17,floods,LT,Eurostat,eu_agency,,2004-01-01,2024-12-31,20,2022-05-19,irregular,country_level,False,CC0,True,0,,False,4,True,0.23500000000000001,Insufficient,0.1,0.2,0.3,0.0,1.0,0.2,0.0,0.4700000000000001,Partial,1.0,0.2,0.5,0.0,0.0,1.0,0.1,0.415,Partial,0.0,1.0,0.7,0.0,0.2,1.0,0.1
eu-water-81a509833b5d,Groundwater Body Status - NL,Aggregated statistics on groundwater level derived from national reporting systems. Data quality has been validated according to standard procedures.,19,groundwater,NL,NL Environmental Agency,national_hydro,JSON,2020-01-01,2022-12-31,2,2025-12-22,monthly,,False,,False,1,groundwater,True,1,False,0.44,Partial,0.5,0.6,0.0,0.9,0.0,0.2,1.0,0.38000000000000006,Insufficient,0.3,0.2,0.0,1.0,0.9,0.0,0.5,0.5700000000000001,Partial,1.0,0.3,0.4,0.9,0.2,0.0,0.5
eu-water-d9fd46dcae51,Aquifer Characteristics - SE,Comprehensive groundwater information compiled under EU reporting requirements.,8,groundwater,SE,Eurostat,eu_agency,CSV,2002-01-01,2022-12-31,20,2022-02-13,unknown,bbox,True,custom_open,True,1,aquifer,True,3,True,0.52,Partial,0.1,0.0,1.0,0.9,1.0,0.2,1.0,0.755,Ready,1.0,0.2,0.8,1.0,0.9,1.0,0.1,0.8,Ready,1.0,1.0,0.7,0.9,0.2,1.0,0.1
eu-water-545bc8d7b537,Pressures and Impacts - AT,,0,wfd_metrics,AT,AT Environmental Agency,national_hydro,CSV,2015-01-01,2025-12-31,10,2025-12-18,irregular,,False,CC-BY-SA-4.0,True,4,river basin management|RBMP|ecological status|WFD,False,1,False,0.42500000000000004,Partial,0.5,0.2,0.0,0.9,1.0,0.0,0.5,0.54,Partial,1.0,0.0,0.0,0.5,0.9,1.0,0.5,0.47500000000000003,Partial,0.5,0.3,0.4,0.9,0.0,1.0,0.5
eu-water-972701f86d2c,Water Supply Statistics - IT,Comprehensive water utility information compiled under EU reporting requirements. Data quality has been validated according to standard procedures.,18,utilities,IT,IT Environmental Agency,national_hydro,CSV,2017-01-01,2022-12-31,5,2026-01-08,irregular,region_name,False,CC0,True,1,UWWTD,False,1,False,0.525,Partial,0.5,0.2,0.5,0.9,1.0,0.2,0.3,0.6,Partial,0.6,0.2,1.0,0.3,0.9,1.0,0.5,0.44500000000000006,Partial,0.3,0.3,0.4,0.9,0.2,1.0,0.5
eu-water-7243029d6e5d,Water Quality Monitoring Data - DE,Spatial dataset representing biological quality conditions based on field surveys and modeling.,12,water_quality,DE,DE Environmental Agency,national_hydro,Shapefile,2002-01-01,2022-12-31,20,2025-12-08,monthly,,False,restricted,False,0,,True,1,False,0.44749999999999995,Partial,0.5,0.6,0.0,0.75,0.3,0.2,1.0,0.5700000000000002,Partial,1.0,0.2,0.0,1.0,0.75,0.3,0.5,0.5625,Partial,1.0,0.3,0.4,0.75,0.2,0.3,0.5
eu-water-cd64f51206be,Flood Risk Assessment - EL,Aggregated statistics on inundation derived from national reporting systems. Harmonized with EU-level reporting standards.,14,floods,EL,EL Environmental Agency,national_hydro,CSV,2004-01-01,2024-12-31,20,2022-07-12,irregular,,False,EU-ODP,True,5,river flood|flood|flood risk|coastal flood|flash flood,False,1,False,0.3350000000000001,Insufficient,0.1,0.2,0.0,0.9,1.0,0.2,0.5,0.56,Partial,1.0,0.2,0.0,0.5,0.9,1.0,0.1,0.47500000000000003,Partial,0.5,0.3,0.4,0.9,0.2,1.0,0.1
eu-water-348a71a9aa09,Drinking Water Quality - HR,Spatial dataset representing water treatment conditions based on field surveys and modeling. Harmonized with EU-level reporting standards.,17,utilities,HR,Joint Research Centre,eu_agency,GeoTIFF,2007-01-01,2022-12-31,15,2024-05-02,irregular,country_level,False,EU-ODP,True,4,water supply|drinking water|sewage|water utility,True,5,True,0.40499999999999997,Partial,0.1,0.2,0.3,0.8,1.0,0.2,1.0,0.7,Ready,1.0,0.2,0.5,1.0,0.8,1.0,0.1,0.785,Ready,1.0,1.0,0.7,0.8,0.2,1.0,0.1
eu-water-9fe5011d28cb,Biological Quality Elements - IE,This dataset contains bathing water data collected from monitoring stations across the region. Data quality has been validated according to standard procedures.,22,water_quality,IE,Eurostat,eu_agency,CSV,2023-01-01,2025-12-31,2,2022-03-26,irregular,coordinates,True,CC-BY-SA-4.0,True,2,drinking water|water quality,False,2,True,0.535,Partial,0.1,0.2,1.0,0.9,1.0,0.4,0.3,0.515,Partial,0.3,0.4,0.8,0.3,0.9,1.0,0.1,0.6450000000000001,Partial,0.3,1.0,0.7,0.9,0.4,1.0,0.1
eu-water-8dcbf44549c7,Remote Sensing Water Data - RO,This dataset contains data data collected from monitoring stations across the region. Data quality has been validated according to standard procedures.,21,cross_cutting,RO,RO Environmental Agency,national_hydro,CSV,2014-01-01,2020-12-31,6,2025-11-23,monthly,country_level,False,CC-BY-SA-4.0,True,4,,False,2,True,0.5850000000000001,Partial,0.5,0.6,0.3,0.9,1.0,0.4,0.5,0.6950000000000001,Partial,1.0,0.4,0.5,0.5,0.9,1.0,0.5,0.7150000000000001,Ready,0.5,1.0,0.7,0.9,0.4,1.0,0.5
eu-water-a9fa59782698,Water Supply Statistics - SK,,0,utilities,SK,SK Hydrological Service,national_hydro,CSV,2005-01-01,2020-12-31,15,2024-02-18,annual,country_level,False,EU-ODP,True,0,,True,1,False,0.43,Partial,0.1,0.3,0.3,0.9,1.0,0.0,1.0,0.6699999999999999,Partial,1.0,0.0,0.5,1.0,0.9,1.0,0.1,0.5800000000000001,Partial,1.0,0.3,0.4,0.9,0.0,1.0,0.1
eu-water-c88376cfe8fe,Groundwater Body Status - PT,Spatial dataset representing aquifer conditions based on field surveys and modeling. Updated regularly as part of ongoing monitoring programs.,19,groundwater,PT,Copernicus,eu_agency,PDF,2022-01-01,2023-12-31,1,2024-05-30,irregular,region_name,False,EU-ODP,True,3,quantitative status|groundwater level|hydrogeology,True,1,False,0.35500000000000004,Insufficient,0.1,0.2,0.5,0.2,1.0,0.2,1.0,0.54,Partial,0.3,0.2,1.0,1.0,0.2,1.0,0.1,0.49500000000000005,Partial,1.0,0.3,0.4,0.2,0.2,1.0,0.1
eu-water-ed148f83c6be,Agricultural Pollution - FI,Comprehensive water information compiled under EU reporting requirements. Includes both raw measurements and derived indicators.,15,agricultural_runoff,FI,FI Hydrological Service,national_hydro,CSV,,,0,2026-01-05,annual,,False,EU-ODP,True,3,,False,1,False,0.45500000000000007,Partial,0.5,0.3,0.0,0.9,1.0,0.2,0.5,0.33000000000000007,Insufficient,0.0,0.2,0.0,0.5,0.9,1.0,0.5,0.49500000000000005,Partial,0.5,0.3,0.4,0.9,0.2,1.0,0.5
eu-water-1426f4f9111c,Programme of Measures - DK,Time series data for pressures and impacts parameters measured at multiple locations. Includes both raw measurements and derived indicators.,19,wfd_metrics,DK,DK Hydrological Service,national_hydro,Excel,2018-01-01,2023-12-31,5,2026-02-06,irregular,region_name,False,,False,0,,True,1,False,0.49000000000000005,Partial,0.8,0.2,0.5,0.6,0.0,0.2,1.0,0.5900000000000001,Partial,0.6,0.2,1.0,1.0,0.6,0.0,0.8,0.54,Partial,1.0,0.3,0.4,0.6,0.2,0.0,0.8
eu-water-9c359d3792fa,Remote Sensing Water Data - ES,Time series data for data parameters measured at multiple locations.,10,cross_cutting,ES,ES Research Institute,research,PDF,2014-01-01,2024-12-31,10,2024-09-08,monthly,bbox,True,restricted,False,0,,True,1,False,0.465,Partial,0.1,0.6,1.0,0.2,0.3,0.2,1.0,0.6150000000000001,Partial,1.0,0.2,0.8,1.0,0.2,0.3,0.1,0.4600000000000001,Partial,1.0,0.3,0.4,0.2,0.2,0.3,0.1
